trial,pair,mode,planner_id,grasp_yaw_offset_deg,grasp_yaw_was_forced,grasp_prevalidation_max_rounds,pre_place_joint_replay_requested,pre_place_joint_reference_positions_rad,pre_place_joint_planned_positions_rad,pre_place_joint_replay_max_plan_delta_rad,grasp_height_offset_m,gripper_closed_position_m,payload_transfer_velocity_scaling_factor,place_descent_velocity_scaling_factor,place_descent_recovery_velocity_scaling_factor,place_descent_stage_count,place_descent_backend,place_descent_execution_time_s,servo_cartesian_fallback_used,servo_cartesian_fallback_count,servo_watchdog_check_count,servo_fault_injection_type,servo_fault_injection_stage,servo_fault_injection_delay_s,servo_fault_injection_triggered,servo_fault_injection_observed_stage,servo_watchdog_stop_latency_s,servo_watchdog_stop_latency_limit_s,servo_watchdog_safe_stop_passed,physical_disturbance_enabled,physical_disturbance_stage,physical_disturbance_delay_s,physical_disturbance_duration_s,physical_disturbance_force_x_n,physical_disturbance_force_y_n,physical_disturbance_force_z_n,physical_disturbance_applied,physical_disturbance_cleared,physical_disturbance_observed_stage,physical_disturbance_stop_latency_s,physical_disturbance_stop_latency_limit_s,physical_disturbance_safe_stop_passed,final_state,failure_reason,elapsed_s,samples,max_arm_position_error_rad,rms_arm_position_error_rad,max_transfer_arm_position_error_rad,rms_transfer_arm_position_error_rad,max_gripper_position_error_m,max_payload_relative_drift_m,max_grasp_probe_relative_drift_m,payload_bilateral_contact_ratio,physical_lift_delta_m,physical_place_error_m,physical_final_tilt_deg,first_payload_drift_stage,first_payload_drift_elapsed_s,pre_descent_arm_positions_rad,telemetry_csv,telemetry_summary,rosbag_path,log_path
1,1,loaded,RRTConnectkConfigDefault,0.0,False,4,False,null,"[-0.2917494087527096, 0.05218699524265749, -0.07169987257960767, -2.44060521502244, 0.15687443699477177, 2.42575952337348, 1.0424939245267784]",,0.1,0.022,0.03,0.01,0.02,6,servo,4.2,False,0,49,none,2,0.5,False,,,0.15,,True,3,0.5,0.1,0.0,16.0,0.0,True,True,3,0.10784178400000001,0.2,True,FAILED,pick pipeline failed: servo_place_descent watchdog: payload drift=0.0820m exceeds 0.0150m,101.51467689100002,911,0.011381697355472342,0.0021369318242485443,0.0003323557149360473,1.5434028438736543e-05,0.009289716784008688,0.38391575652454857,0.0,0.9447004608294931,,,,servo_place_descent_stage_3_of_6,44.95,"[-0.2917494199326943, 0.05218699523258392, -0.07169987260874723, -2.4406052149720163, 0.15687443704850584, 2.425759523371141, 1.0424939245267766]",/mnt/c/Users/25945/Documents/Robot/artifacts/runs/v1_safe_stop_video_20260913/attempts/trial_0001__nion1gj/telemetry/pair_01_loaded_servo_physical_disturbance_stage_3.csv,/mnt/c/Users/25945/Documents/Robot/artifacts/runs/v1_safe_stop_video_20260913/attempts/trial_0001__nion1gj/telemetry/pair_01_loaded_servo_physical_disturbance_stage_3.json,,/mnt/c/Users/25945/Documents/Robot/artifacts/runs/v1_safe_stop_video_20260913/attempts/trial_0001__nion1gj/logs/pair_01_loaded_servo_physical_disturbance_stage_3.log
