trial,scenario_index,scenario_name,planner_id,obstacle_x,obstacle_y,obstacle_z,obstacle_size_x,obstacle_size_y,obstacle_size_z,final_state,pipeline_state,initial_x,initial_y,initial_z,max_z,final_x,final_y,final_z,lift_delta_m,place_error_m,final_tilt_deg,direct_path_fraction,direct_path_unchecked_fraction,direct_path_blocked,ompl_planning_time_s,ompl_joint_path_length_rad,elapsed_s,failure_category,reason
59,29,positive_y_barrier,PRMkConfigDefault,0.37,0.08,0.17,0.12,0.2,0.34,SUCCESS,SUCCESS,0.54,-0.1,0.7599922905891091,0.8933314189562667,0.49833357120372546,-0.29840382112543373,0.7599999515371043,0.13333912836715756,0.0023075467351742368,7.754784247178826e-05,0.35555555555555557,1.0,True,0.068828454,9.50046250319582,65.94401226300033,,physical lift and upright placement verified
60,30,negative_y_barrier,PRMkConfigDefault,0.37,-0.08,0.17,0.12,0.2,0.34,SUCCESS,SUCCESS,0.54,0.1,0.7599922905891091,1.2861954952767354,0.49552275951412295,-0.2921788950920778,0.7599998351062801,0.5262032046876263,0.009011956745140944,0.00011160621064355028,0.35555555555555557,1.0,True,0.054204648999999994,7.880519141566504,67.21326401000078,,physical lift and upright placement verified
61,1,center_tall_barrier,RRTstarkConfigDefault,0.37,0.0,0.18,0.12,0.18,0.36,SUCCESS,SUCCESS,0.55,2.0007447406531074e-20,0.7599922905891091,1.1904213150427525,0.4991102411547785,-0.2991294119897973,0.7599999833977298,0.4304290244536434,0.0012448270106461498,1.286339701092445e-05,0.3111111111111111,1.0,True,16.005067515,7.782581674357498,107.77201879699896,,physical lift and upright placement verified
62,2,positive_y_barrier,RRTstarkConfigDefault,0.37,0.08,0.17,0.12,0.2,0.34,SUCCESS,SUCCESS,0.54,-0.1,0.7599922905891091,0.8923154973028585,0.5001922434522106,-0.30011847919408596,0.7599999152907511,0.13232320671374942,0.00022582044089223093,0.00011986021155463249,0.35555555555555557,1.0,True,16.004314541,7.285054458226949,83.32397130800018,,physical lift and upright placement verified
63,3,negative_y_barrier,RRTstarkConfigDefault,0.37,-0.08,0.17,0.12,0.2,0.34,SUCCESS,SUCCESS,0.54,0.1,0.7599922905891091,1.3298769202651404,0.4998081225535538,-0.30012063148491763,0.7599995291342131,0.5698846296760313,0.00022664759280157187,0.00011067159239880744,0.35555555555555557,1.0,True,16.004253063999997,8.107554254772081,93.60587716999908,,physical lift and upright placement verified
64,4,center_tall_barrier,RRTstarkConfigDefault,0.37,0.0,0.18,0.12,0.18,0.36,SUCCESS,SUCCESS,0.55,2.0007447406531074e-20,0.7599922905891091,0.9459302716362227,0.5006462005637582,-0.300345171314648,0.7599998962098373,0.18593798104711357,0.0007326106850364915,8.955674523836769e-05,0.3111111111111111,1.0,True,16.004380184,9.98856420898676,121.82775912999932,,physical lift and upright placement verified
65,5,positive_y_barrier,RRTstarkConfigDefault,0.37,0.08,0.17,0.12,0.2,0.34,SUCCESS,SUCCESS,0.54,-0.1,0.7599922905891091,0.8912928789032344,0.49824168961813614,-0.29873007730748985,0.7599999765972737,0.13130058831412528,0.0021689534445142244,1.3976876963794299e-05,0.35555555555555557,1.0,True,16.004253722,7.691132049692521,90.04151638099938,,physical lift and upright placement verified
66,6,negative_y_barrier,RRTstarkConfigDefault,0.37,-0.08,0.17,0.12,0.2,0.34,SUCCESS,SUCCESS,0.54,0.1,0.7599922905891091,1.040906079046344,0.5004883518880043,-0.2728723134018271,0.7599999236346163,0.2809137884572349,0.027132081891020413,0.00012603503614245406,0.35555555555555557,1.0,True,16.004311018,8.700871329482094,140.84159585199995,,physical lift and upright placement verified
67,7,center_tall_barrier,RRTstarkConfigDefault,0.37,0.0,0.18,0.12,0.18,0.36,SUCCESS,SUCCESS,0.55,2.0007447406531074e-20,0.7599922905891091,1.3017964526941666,0.4998400529537305,-0.29983418182221006,0.7599999471841076,0.5418041621050574,0.0002303882125574664,4.623797189200755e-05,0.3111111111111111,1.0,True,16.004022445,8.442899125662375,118.40317050500016,,physical lift and upright placement verified
68,8,positive_y_barrier,RRTstarkConfigDefault,0.37,0.08,0.17,0.12,0.2,0.34,SUCCESS,SUCCESS,0.54,-0.1,0.7599922905891091,0.8904426735678441,0.4989775575048578,-0.29893475385104085,0.7599999422482253,0.130450382978735,0.0014765290437645288,9.65368472555873e-05,0.35555555555555557,1.0,True,16.003977232,9.652446706017546,89.13280027200017,,physical lift and upright placement verified
69,9,negative_y_barrier,RRTstarkConfigDefault,0.37,-0.08,0.17,0.12,0.2,0.34,SUCCESS,SUCCESS,0.54,0.1,0.7599922905891091,0.917136748308745,0.49805108131891274,-0.3050254127672499,0.7599999568276344,0.15714445771963592,0.005390088821957709,6.589008832051634e-05,0.35555555555555557,1.0,True,16.005461736,9.482229725638165,140.12523037100073,,physical lift and upright placement verified
70,10,center_tall_barrier,RRTstarkConfigDefault,0.37,0.0,0.18,0.12,0.18,0.36,SUCCESS,SUCCESS,0.55,2.0007447406531074e-20,0.7599922905891091,1.18123499923392,0.5074628904297059,-0.27869336070166556,0.759999960652684,0.42124270864481084,0.022575819182405626,0.00010172812416418947,0.3111111111111111,1.0,True,16.004204084,8.616327363319154,135.00449759100047,,physical lift and upright placement verified
71,11,positive_y_barrier,RRTstarkConfigDefault,0.37,0.08,0.17,0.12,0.2,0.34,SUCCESS,SUCCESS,0.54,-0.1,0.7599922905891091,0.8874945407044981,0.4991137178419123,-0.29911746133155986,0.7599997458895661,0.12750225011538896,0.0012507480280251565,0.00014169556262902383,0.35555555555555557,1.0,True,16.005585376,6.195326525356902,77.01136126100027,,physical lift and upright placement verified
72,12,negative_y_barrier,RRTstarkConfigDefault,0.37,-0.08,0.17,0.12,0.2,0.34,FAILED,FAILED,0.54,0.1,0.7599922905891091,0.8539592405496169,0.5391929834072875,0.09998972891750646,0.8539459382122462,,,,0.35555555555555557,1.0,True,0.0,1.5685518450254485,115.08716913999888,planner_constraint,pick pipeline failed: direct-place candidate validation failed: joint_path_length=5.195rad exceeds transfer limit 4.500rad
73,13,center_tall_barrier,RRTstarkConfigDefault,0.37,0.0,0.18,0.12,0.18,0.36,SUCCESS,SUCCESS,0.55,2.0007447406531074e-20,0.7599922905891091,1.0419301412865927,0.4985896055402019,-0.29859496674684827,0.7599998644671797,0.28193785069748356,0.0019908116417834466,9.138170305686098e-05,0.3111111111111111,1.0,True,16.004826361,10.870961465145045,143.1396273850005,,physical lift and upright placement verified
74,14,positive_y_barrier,RRTstarkConfigDefault,0.37,0.08,0.17,0.12,0.2,0.34,SUCCESS,SUCCESS,0.54,-0.1,0.7599922905891091,0.8911914845586986,0.49873093154615605,-0.29894801032716645,0.759999931276505,0.13119919396958946,0.001648398318675801,9.288492256768726e-05,0.35555555555555557,1.0,True,16.004366695999998,6.420288018341886,77.52121255299971,,physical lift and upright placement verified
75,15,negative_y_barrier,RRTstarkConfigDefault,0.37,-0.08,0.17,0.12,0.2,0.34,SUCCESS,SUCCESS,0.54,0.1,0.7599922905891091,1.009448116330075,0.4919718169102924,-0.2951063555930497,0.7599998651227304,0.24945582574096592,0.009402099729408036,9.559977670793574e-05,0.35555555555555557,1.0,True,16.005674346,8.340668589613276,128.97773966300156,,physical lift and upright placement verified
76,16,center_tall_barrier,RRTstarkConfigDefault,0.37,0.0,0.18,0.12,0.18,0.36,SUCCESS,SUCCESS,0.55,2.0007447406531074e-20,0.7599922905891091,1.37605729947614,0.500264781316406,-0.30015036388762967,0.7599999228147245,0.6160650088870309,0.00030449704461348146,0.00011371226547309568,0.3111111111111111,1.0,True,16.008114072,8.953479934228206,99.70064751000064,,physical lift and upright placement verified
77,17,positive_y_barrier,RRTstarkConfigDefault,0.37,0.08,0.17,0.12,0.2,0.34,FAILED,,,,,,,,,,,,,,,,,181.31391504900057,infrastructure_startup,"infrastructure startup failed: controller spawners exited before activation (joint_state_broadcaster, panda_arm_controller, panda_hand_controller)"
78,18,negative_y_barrier,RRTstarkConfigDefault,0.37,-0.08,0.17,0.12,0.2,0.34,FAILED,,,,,,,,,,,,,,,,,181.25061616899984,infrastructure_startup,"infrastructure startup failed: controller spawners exited before activation (joint_state_broadcaster, panda_arm_controller, panda_hand_controller)"
79,19,center_tall_barrier,RRTstarkConfigDefault,0.37,0.0,0.18,0.12,0.18,0.36,FAILED,,,,,,,,,,,,,,,,,181.23171507299958,infrastructure_startup,"infrastructure startup failed: controller spawners exited before activation (joint_state_broadcaster, panda_arm_controller, panda_hand_controller)"
80,20,positive_y_barrier,RRTstarkConfigDefault,0.37,0.08,0.17,0.12,0.2,0.34,SUCCESS,SUCCESS,0.54,-0.1,0.7599922905891091,0.8918896279976635,0.5001114418665508,-0.3000140696693652,0.759999934769415,0.13189733740855436,0.00011232653057668474,9.713903225940666e-05,0.35555555555555557,1.0,True,16.002936348,6.238612357203974,78.29160585700083,,physical lift and upright placement verified
81,21,negative_y_barrier,RRTstarkConfigDefault,0.37,-0.08,0.17,0.12,0.2,0.34,SUCCESS,SUCCESS,0.54,0.1,0.7599922905891091,1.265058064598748,0.5041082362122119,-0.2973363248361094,0.7599999736852836,0.5050657740096388,0.004896199562390127,0.00011242289599280967,0.35555555555555557,1.0,True,16.004172879,7.790607571829596,130.2880937230002,,physical lift and upright placement verified
82,22,center_tall_barrier,RRTstarkConfigDefault,0.37,0.0,0.18,0.12,0.18,0.36,SUCCESS,SUCCESS,0.55,2.0007447406531074e-20,0.7599922905891091,1.3569380691206787,0.5003134431041193,-0.3002744212768147,0.759999823565398,0.5969457785315696,0.00041659770500774586,9.735266080759678e-05,0.3111111111111111,1.0,True,16.003311295,8.758730557401961,104.1428888040009,,physical lift and upright placement verified
83,23,positive_y_barrier,RRTstarkConfigDefault,0.37,0.08,0.17,0.12,0.2,0.34,FAILED,,,,,,,,,,,,,,,,,181.33441541899992,infrastructure_startup,"infrastructure startup failed: controller spawners exited before activation (joint_state_broadcaster, panda_arm_controller, panda_hand_controller)"
84,24,negative_y_barrier,RRTstarkConfigDefault,0.37,-0.08,0.17,0.12,0.2,0.34,SUCCESS,SUCCESS,0.54,0.1,0.7599922905891091,1.049829827890701,0.4970422320928876,-0.3080231952755846,0.7599999908279845,0.2898375373015919,0.008551026454326465,1.4787793334710982e-06,0.35555555555555557,1.0,True,16.003235704,8.461040120659463,154.0798782239999,,physical lift and upright placement verified
85,25,center_tall_barrier,RRTstarkConfigDefault,0.37,0.0,0.18,0.12,0.18,0.36,SUCCESS,SUCCESS,0.55,2.0007447406531074e-20,0.7599922905891091,1.2034338999216052,0.499611230313002,-0.29961667562905625,0.7599997693512109,0.4434416093324961,0.0005459665704846946,9.713903225940666e-05,0.3111111111111111,1.0,True,16.003177870000002,7.617162579372065,107.24510873500003,,physical lift and upright placement verified
86,26,positive_y_barrier,RRTstarkConfigDefault,0.37,0.08,0.17,0.12,0.2,0.34,SUCCESS,SUCCESS,0.54,-0.1,0.7599922905891091,0.8857120625670235,0.4998083442769553,-0.29986367241042916,0.7599999831836042,0.1257197719779144,0.0002351959356297792,2.016786123962658e-05,0.35555555555555557,1.0,True,16.002810487,6.021538458189864,81.0747928030014,,physical lift and upright placement verified
87,27,negative_y_barrier,RRTstarkConfigDefault,0.37,-0.08,0.17,0.12,0.2,0.34,FAILED,FAILED,0.54,0.1,0.7599922905891091,0.7606115857052722,0.5922560272110281,0.06443947598372252,0.7600003075635364,,,,0.35555555555555557,1.0,True,0.0,3.686139159665635,55.24921431999974,physical_grasp,pick pipeline failed: grasp_recenter: target moved 0.0632m outside recovery envelope
88,28,center_tall_barrier,RRTstarkConfigDefault,0.37,0.0,0.18,0.12,0.18,0.36,SUCCESS,SUCCESS,0.55,2.0007447406531074e-20,0.7599922905891091,1.2938682256296796,0.5004687257257207,-0.3006031351322303,0.7599998455331992,0.5338759350405705,0.0007638558879414526,4.294405058626227e-05,0.3111111111111111,1.0,True,16.003522164,8.211571470058114,93.40768522500002,,physical lift and upright placement verified
89,29,positive_y_barrier,RRTstarkConfigDefault,0.37,0.08,0.17,0.12,0.2,0.34,SUCCESS,SUCCESS,0.54,-0.1,0.7599922905891091,0.893128790830336,0.5000771962399801,-0.3002605198499821,0.759999936028508,0.13313650024122692,0.0002717164989361522,8.813326331383108e-05,0.35555555555555557,1.0,True,16.003337275,6.384799391438291,76.64068508699893,,physical lift and upright placement verified
90,30,negative_y_barrier,RRTstarkConfigDefault,0.37,-0.08,0.17,0.12,0.2,0.34,SUCCESS,SUCCESS,0.54,0.1,0.7599922905891091,1.3037406763073165,0.49920110287301955,-0.29981110319684157,0.7599999819873687,0.5437483857182074,0.0008209254668150689,1.344524082641768e-05,0.35555555555555557,1.0,True,16.004686244,7.96086516864498,108.36867020099999,,physical lift and upright placement verified
